"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ABCB10",4.15946772926677,4.19613488076516,4.15946772926677,3.30012372456901,3.27798474729977,3.42492208821069
"ABCB5",0,0.0285691521967709,0.124328135002202,0.111031312388744,0.124328135002202,0.0840642647884745
"ABCB6",4.92789645372882,4.82984955984469,4.75648960675997,4.81301154860562,4.66959375118833,4.72846476509253
"ABCB7",4.83592407425437,5.04045412134962,4.91408609701272,4.8171115727957,5.01925711868108,4.93168305705981
"ABCB8",5.49345520092618,5.16108148227718,5.122258567812,5.51822038059959,5.43762724831895,5.53636379239547
"ABCB9",3.02680005934372,3.0232553523003,2.53605290024021,2.86789646399265,2.59215800212536,2.790772037862
"ABCC1",4.83390207666916,4.77082904603249,4.82323984413102,4.93498820178348,4.83895176695194,4.99819550315325
"ABCC10",2.76341157447001,2.51601514700366,2.49825086752783,2.75702324650746,2.61823865559545,2.74846123300404
"ABCC2",5.33735429849697,5.3526172989585,5.26416107128808,4.90110824301451,4.84799690655495,4.98139603197215
"ABCC3",4.87872534148011,4.75488750216347,4.72955277045397,4.37573453858316,4.37295209791183,4.49825086752783
"ABCC4",3.877744249949,4.08236196955747,3.87970576628229,3.48800077083407,3.48155728070859,3.67016051412663
"ABCC5",4.31759350462347,4.48478262307787,4.34553831007001,4.8293421939028,4.5552026338783,4.81762325751143
"ABCC6",1.90303827011291,1.68706068833989,1.64616265715789,2.4594316186373,2.20476675065461,1.75274859140713
"ABCD1",5.39094277280254,5.16992500144231,5.06522762277562,4.99593670350459,4.82171021503467,4.97039353791468
"ABCD3",4.98322165074267,5.24906603385587,5.13709360897494,5.01658546043445,4.93828579188405,5.03033607837096
"ABCD4",3.50207595604579,3.22804904788446,3.16671544496642,4.0232553523003,3.87282875953489,3.96532254836725
"ABCE1",5.64817779572482,5.61882595258744,5.66106547980695,5.74011804283313,5.79363582035063,5.80529245560071
"ABCF1",5.91025296279928,5.88898672118656,5.76977173924945,5.81172789780389,5.84398384404833,5.81966818349646
"ABCF2",6.32192809488736,6.21003812347289,6.07980475463526,6.18169891109611,6.20535341079454,6.2069166725386
"ABCF2-H2BK1",0.659924558402378,1.11769504266975,1.13750352374994,0,0.855989697308481,0
"ABCF3",5.31324585178756,5.16591193893569,4.93781516880342,4.95419631038687,4.95698592461258,4.90689059560852
