"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"MGST1",1172,972,1127,733,766,820
"MGST2",270,221.1,227.03,173,195,220
"MGST3",2861,2298,2519,1202,1156,1298
"MIA2",405.55,313.2,376.09,280,235,288.91
"MIA3",1179.97,908.95,1133.87,577.98,657.88,843.96
"MIB1",826,672,778,607,642,781
"MIB2",921.78,508.49,592,416.96,324.59,429.69
"MICA",1091.63,792.65,883.53,506.44,507.13,577.37
"MICAL1",506,377,352,229,226,279
"MICAL2",502,271,265,155.75,199,235
"MICAL3",1409.68,1027.86,1241.67,863.31,722.8,1114.04
"MICALL1",599,480,535,370,371,507
"MICALL2",1432,903,1057,624,525,664
"MICB",1196,968,1047,740,745,932
"MICOS10",984.05,666.45,790.13,504.46,512.71,517.94
"MICOS10-NBL1",39.88,33.7,16.93,34.16,13.17,6.34
"MICOS13",729,468,487,333,329,366
"MICU1",1997,1680,1851,1192,1213,1473
"MICU2",396,332,388,298,292,378
"MID1",552.96,456,562,264.7,315,394.43
"MID1IP1",3767,2556,2834,1951,1761,2289
"MID2",340,269,334,199,194,259.97
"MIDEAS",974,691,878,588,487,734
"MIDN",1180,839,1138,692,634,839
"MIEF1",1060,778,856,559,544,686.7
"MIEF2",522,380,393,281,237,298
"MIEN1",586,448,454,344.24,333,364.2
"MIER1",677,597,672.59,409,468,526
"MIER2",460,306,334,117.35,111,107
"MIER3",288,236.93,252,197,222.85,246
"MIF",11483.86,6938.43,7837.87,5843.28,5355.17,6651.18
"MIF4GD",299.74,208.38,248.65,194.15,167.52,198.46
"MIGA1",259,263,284,199,194,237
"MIGA2",1261,874,886,860,757,919
"MIIP",517,310,395,310,299,394
"MILR1",1,3,5,0,0,2
"MINAR1",47,54,48,29,20,43
"MINDY1",339.92,250.69,251.46,154.72,112.44,180.52
"MINDY2",218,143,177,162,145,173
"MINDY3",112,111.83,129.74,106,111.97,136.54
"MINDY4",60,42,36,37,30,43
"MINK1",4431,3306,3647,2145,1799,2484
"MINPP1",833,587,702,464,451,558
"MIOS",372,297.92,338.94,279,303,368
"MIPEP",357.24,267.4,287.12,141.38,155.47,198.12
"MIPOL1",101,93,100,72,87,99
"MIS12",766,692,713,558,514,642
"MIS18A",480,318,341,226,246,294
"MIS18BP1",561,598,698,427,475,648
"MISFA",0,3,2,0,5,1
"MISP",2300,1777,2094,830,796,1016
"MISP3",43,41,36,44,38,38
"MITD1",452,412,488,318,352,433
"MITF",711,626,784,602,585,707
"MIX23",328,289,325,195,258,292
"MKI67",3752,3452,4268,2910,2886,4065
"MKKS",236.75,191.85,225.14,162.86,217.16,212.39
"MKLN1",1953,1542.42,1736,983,1034,1394.22
"MKNK1",952,805,912,428,451,512
"MKNK2",2081,1549,1498,771,711,923
"MKRN1",2121,1653,1980,1380,1240.99,1574
"MKRN2",666.33,498.84,506.52,448.33,461.08,517.93
"MKRN3",128.25,83.62,82.56,40.39,40,56
"MKS1",261,182,204,144,195,165
"MKX",1,0,1,3,7,5
"MLANA",7,3,3,3,1,3
"MLC1",34,29,33,2,4,5
"MLEC",2761,2168.72,2218,1687,1603,1984
"MLF1",241,261,289,259,269,290
"MLF2",6224,4217,4761,2465,2469,2867.04
"MLH1",573,504,561,416,453,472
"MLH3",388.48,278,275,248.71,219,275
"MLKL",603,422,498,304,287,349
"MLLT1",3104,2291,2691,1982,1827,2485
"MLLT10",467,348,375,319,311,387
"MLLT11",168,108,92,95.96,73,83.82
"MLLT3",755,674,784,529,499,664
"MLLT6",4942.34,3569.03,4105.56,2832.38,2397.22,3309.85
"MLST8",1331.32,974.59,1126.78,859.14,747.58,971.64
"MLX",1263.78,913.79,1055.05,693.45,731.12,833.81
"MLXIP",2266,1796,2059,1257,1185,1589
"MLXIPL",811,766,861,372,302,390
"MLYCD",211.07,96.72,113.12,115.73,91.91,118.99
"MMAA",46,31,35,28,19,21
"MMAB",971.85,689.63,746.51,606.25,616.81,648.06
"MMACHC",383.16,322.36,325.98,247.89,223.88,224.9
"MMADHC",1604.81,1372.94,1573.67,891.06,1016.63,1145
"MMD",57.96,34,40,32,40,48
"MMGT1",565,522,589.74,459.71,510,560
"MMP11",3,2,3,1,3,4
"MMP13",7,6,10,3,1,2
"MMP14",5,6,0,0,0,0
"MMP15",1499,1048,1149,986,884,1072
"MMP17",558,334,401,323,245,331
"MMP19",2,2,1,4,2,5.86
"MMP2",13,5,4,1,0,1
"MMP21",5,3,0,2,2,2
"MMP23B",8.5,7.29,4.38,1.02,1.05,2.33
"MMP24",784.29,920.03,1087.98,760.64,680.93,821.7
"MMP24OS",681.88,582.91,535.5,356.13,295.36,315.37
"MMP25",10.2,2.26,5.7,5.89,5.73,5.43
"MMP28",92,92,115,27,33,26
"MMP7",30,49,47,11,12,9
"MMRN2",5,4,3,0,3,3
"MMS19",1467,1120,1243,1095,1121,1376
"MMS22L",644,550,628,471,486,581
"MMUT",663,640,736,487,500,598
"MN1",2114,1746,2520,1319,1127,1515
"MNAT1",312,267,291,180,213,262
"MND1",174.38,170.06,191.87,175.12,189.21,195.56
"MNT",1374,1072.3,1191.61,704,624,782.47
"MNX1",354,181,247,223,190,252
"MOAP1",517,391,426,300,240,337
"MOB1A",2295,1949,2263,1510,1463,1830
"MOB1B",252,206,242,190,212,262
"MOB2",166,123,159,121,123,131
"MOB3A",548,405,466,241,202,284
"MOB3B",472,425.93,527,322,327,374
"MOB3C",351,271,177,199,161,198
"MOB4",297.64,229.59,327.51,185.05,180.61,219.28
"MOCOS",890.47,624.38,651.38,363.73,376.88,439.05
"MOCS2",545,461,543.89,320,351.46,414.07
"MOCS3",313.56,227.88,272.82,221.99,196.56,257.94
"MOGAT3",0,0,1,0,9,2
"MOGS",2138,1413,1536,1225,1113,1341
"MOK",169,138,138,100,106,116
"MON1A",251,163,160,146,135,175
"MON1B",1286,959.84,988.88,721.83,676.7,924
"MON2",693,654,677,528,493,668
"MORC2",787.01,611,689.16,525,432,554
"MORC3",528,371,405,298,267.96,364
"MORC4",598,566,632,466,479,604
"MORF4L1",4892.21,4128.26,4801.18,3074.96,3277.68,3819.58
"MORF4L2",7452,6512.98,7980.96,7975.51,8471.98,9998.9
"MORN1",169.91,130.84,105.18,57.96,65.21,77.16
"MORN2",128,113.88,120,75,84,83
"MORN3",1,4,3,2,2,4
"MORN4",94,80,63,45,48,57
"MOSMO",85,69,67,41,40,67
"MOSPD1",550,528,573,379,407,437
"MOSPD2",295,282,320,180,200,271
"MOSPD3",397,280,366,229,212,228
"MOV10",2093.79,1782.77,2005.82,1173.99,1077.31,1394.56
"MOV10L1",125,117,69,50,41,51
"MOXD1",16,15,18,7,3,5
"MPC1",189,164,194,131,137,149
"MPC2",1755,1277,1488,665,570,718
"MPDU1",975.14,693.42,790.63,488.76,524.76,624.07
"MPG",1323.98,927.85,982.03,747.42,608.82,828.03
"MPHOSPH10",712,591,678,451,477,604
"MPHOSPH6",274,197,194,99,117,130
"MPHOSPH8",580,461,530.99,483,523,570
"MPHOSPH9",596,588,607,403,402,519
"MPI",793.7,602.97,670.27,383.22,428,511.96
"MPLKIP",302.41,262.66,280.75,224.47,276.77,270.24
"MPND",145.27,107.74,128.4,119,120,131
"MPP1",859,644,679,199,195,269
"MPP2",576,442,487,308,282,367
"MPP3",268,191,185,141,120,142
"MPP7",451,369,432,352,374,469
"MPPE1",348.59,275.74,285.21,172.04,200.58,267.14
"MPRIP",5426,3746,4183,3351.98,3180,4051
"MPST",904,629,687,670,614,766
"MPV17",884,677,749.86,601,529.09,600
"MPV17L",128.65,94,84,35.68,47,59
"MPV17L2",598,410,430,334,368,414
"MPZ",68,36,46,12,8,17
"MPZL1",2588,2188,2427,1353,1443,1810
"MPZL2",173,145,159,35,42,39
"MPZL3",59,59,65,24,24,37
"MR1",581,469,510,175,164,192
"MRAP2",16,9,18,17,26,27
"MRAS",471,443,472,225,221,251
"MRC2",2914.87,2051.89,2380.88,2777.59,2420.7,3062.4
"MRE11",1022,922,1147,814,820,1068
"MREG",40,29,41,36,39,38
"MRFAP1",3648,2676,3075,2391,2407,2739
"MRFAP1L1",784,639,657,490,491,620
"MRFAP1L2",242,219,178,188,156,215
"MRGBP",1320.38,876.42,912.63,757.91,711.66,882.71
"MRGPRF",76,51,59,40,31,45
"MRI1",2145.11,1454.52,1550.55,1029.17,989.92,1242.5
"MRM1",235,119,117,130,134,176
"MRM2",710.35,510.76,516.68,443.31,434.3,576
"MRM3",357,241,278,276,253,278
"MRNIP",488.29,272.89,291.31,196.78,147.96,211.03
"MRO",5,8,7,4,5,6
"MROH1",1846.74,1182.75,1312.28,972.84,730.06,1115.05
"MROH6",1781,1346,1512,637,528,707
"MROH7",0,5,6,1,1,1
"MROH8",11.03,11.05,3.01,3.02,5.03,5.02
"MRPL1",120,71,86,92,101,105
"MRPL10",1782,1362,1511,1017,919,1146
"MRPL11",1755,1294,1428,945,923,1071
"MRPL12",2106.81,1319,1421.43,1056.25,970.91,1089.51
"MRPL13",711,628,693,436,465,526
"MRPL14",1282.57,785.95,854.68,595.63,561.5,672.06
"MRPL15",902,804,828,385,396,399
"MRPL16",988,753,886,646,662,810
"MRPL17",2165,1536,1801,1313,1256,1378
"MRPL18",974,661,741,521,521,583
"MRPL19",878,717,808.13,514.28,607,722.14
"MRPL2",1146,762,836,589,615,684
"MRPL20",1022.49,780.95,853.6,541.85,564.86,660.3
"MRPL21",684,523,539,371,377,401
"MRPL22",644,524,601,348,361,447
"MRPL23",321.15,173.31,230.59,179.66,132.35,181
"MRPL24",1406,1043,1096,602,553,658
"MRPL27",696,481,508,331,348,379
"MRPL28",1607.19,1080.19,1157.08,962.2,862,1156
"MRPL3",2876,2415,2616,1660,1767,2006
"MRPL30",2269.87,1951.19,2077.21,1645.35,1772.07,2059.69
"MRPL32",854,721,747,519,539,690
"MRPL33",486,384,445,218,270,311
"MRPL34",1343.96,917.38,1069.67,772.66,697.74,794.72
"MRPL35",643,574,550,392,455,465
"MRPL36",1081,745,819,525.98,497,552.91
"MRPL37",3945,3028,3490,2558,2409,2777
"MRPL38",1174,761,801,675,616,685
"MRPL39",554,431,430,326,322,367
"MRPL4",1253.42,833.67,890.34,653.91,617,741.53
"MRPL40",726,538,588,420,383,399
"MRPL41",1378,726,871,476,399,461
"MRPL42",597,499,558.28,415,448,519.74
"MRPL43",1238.1,858.78,940.09,615.39,612.99,709.7
"MRPL44",563,411,497,320,337,402
"MRPL45",1027.51,901.64,1040.39,704.91,766.92,848.25
"MRPL46",461.18,320.99,358.42,262,274,298.93
"MRPL47",686,561,608.07,333,416,469
"MRPL48",456.84,345.91,426.91,249.96,274.92,283.95
"MRPL49",2170,1666,1670,1393,1453,1657
"MRPL50",507,458,468,285,323,351
"MRPL51",2564.29,2012.9,2127.18,1431,1461.83,1706.17
"MRPL52",412,275,285,198,211,229
"MRPL53",429.26,285.24,269.56,190.03,154.78,211.17
"MRPL54",341,243,276,180,202,220
"MRPL55",770.3,487.24,513.74,293.81,229.85,302.68
"MRPL57",553,396,456,279,293,311
"MRPL58",540,367,407,242,255,260
"MRPL9",1523.2,1163.76,1252.43,843.74,869.71,1009.48
"MRPS10",822,669,738,510,521,659
"MRPS11",1168,765.41,857,622.48,494.76,704.91
"MRPS12",1308,829,847,628,629,740
"MRPS14",508,420,396,211,244,243
"MRPS15",1417,1104,1258,881,938,1016
"MRPS16",3379,2568,2932,1990,1882,2186
"MRPS17",393.85,313.75,322.81,258.29,229.42,293.41
"MRPS18A",923.77,651.97,753.27,482.45,514.16,566.22
"MRPS18B",1603,1186,1393,978,994,1241
"MRPS18C",380.47,294.15,305,169.14,182.7,215.22
"MRPS2",2473.43,1666.24,1879.36,1220.45,1208.4,1444.54
"MRPS21",1587,1345,1394,977,979,1036
"MRPS22",1094.9,985.26,1061,686.93,718.02,854.88
"MRPS23",789,540,543,370,367,379
"MRPS24",3083.88,2086.6,2341,1556,1517,1686.34
"MRPS25",998.42,627.03,646.36,553.36,492.9,643.01
"MRPS26",684,404,439,418,320,414
"MRPS27",2242.09,1988.05,2130.11,1698.13,1671.05,2107.2
"MRPS28",269.68,200.98,248.95,209.12,203.41,223.1
"MRPS30",2030,1524,1663,840,766,939
"MRPS31",182,135,181,121,135,160
"MRPS33",409,339,386,259,276,325
"MRPS34",2672.43,1593.02,1648.01,1175.33,1091.89,1322.64
"MRPS35",953,759,940,593,603,658
"MRPS5",2257.46,1764,1901.29,1415,1419,1657
"MRPS6",888.41,657.71,756.53,472.59,446.12,583.88
"MRPS7",1391.26,1012.62,1176.35,855.85,764.48,917.54
"MRPS9",905.38,741.64,860.85,604.34,681.67,764.04
"MRRF",1320.58,1081.93,1374.32,954.86,924.1,1169.38
"MRS2",635.25,490,560.73,446,413.6,530.32
"MRTFA",594,423,498,384,379,542
"MRTFB",704,613,596,512,451,630
"MRTO4",1165,802,834,754,795,882
"MS4A7",13.89,3,7,0,0,1
"MSANTD1",1,3,3,2,2,1
"MSANTD2",201.39,173.85,161.88,148.06,129.6,185.39
"MSANTD3",771.87,663.96,762.9,481.85,539,656.9
"MSANTD3-TMEFF1",35.9,20.23,34.46,28.69,23.6,33.35
"MSANTD4",337,288,252,238,224,277
"MSANTD7",687.35,561.29,602.3,472.68,458.86,576.69
"MSH2",2821,2343,2654,1838,1940.85,2293
"MSH3",492.15,464.69,505.5,306.67,325.19,436.24
"MSH5",331.85,250.8,289.61,209.73,171.84,219.86
"MSH5-SAPCD1",0,28.96,0,36.73,17.78,0
"MSH6",3160.77,2706.04,2992.92,2163.46,2092.6,2516.36
"MSI2",1292.9,1056.85,1216.88,862.88,850,1038.97
"MSL1",2624,1977,2317,1772.98,1627,2036
"MSL2",703,557,583,500,461,607
"MSL3",500,390,413,384,349,445
"MSL3B",222,177,201,134,140,180
"MSLN",3195.96,2676,3000.97,1999,1566,1970
"MSLNL",18,17,11,8.01,4,11
"MSMO1",1599.24,1615.3,1777.48,934.83,1048.55,1227
"MSN",14916.99,11702.99,13090.25,7581,7497,9435.99
"MSRA",132,85,122,112,100,116
"MSRB1",983,719,735,386,434,518
"MSRB2",113,72,104,68,56,78
"MSRB3",403,345,385,322,334,365
"MSS51",6,5,6,5,5,7
"MST1",70.06,55.91,67.15,64.57,57.38,93.32
"MST1R",1868,1245,1346,982,824,1088.36
"MSTO1",705.26,514.55,519.35,312.47,317.65,363.34
"MSX1",215,149,142,180,157,224
"MSX2",88,50,49,44,56,66
"MT-ATP6",54297.84,49768.74,78049.33,48514.8,49219.73,57944.14
"MT-ATP8",8266,11360.96,17732,10333,11542,14112.96
"MT-CO1",315588.33,301522.89,426741.78,257529.32,267961.75,317833.27
"MT-CO2",113077.43,105104.17,156746.5,99647.18,103969.82,121597.54
"MT-CO3",105737.76,97008.61,137253.46,90595.45,94114.77,106814.95
"MT-CYB",39090,36142,57874,44102,44618,52656
"MT-ND1",35407.74,33430.71,62820.96,40667.03,41860.17,48966.03
"MT-ND2",47780.37,45669.55,80469.21,48052.1,50485.72,59235.41
"MT-ND3",4704.25,4617.7,6945.45,5060.55,5235.38,5652.2
"MT-ND4",156904.95,157524.01,219612,139208.82,143174.98,169824.87
"MT-ND4L",23288,21797,29753,19971,20344,25251
"MT-ND5",46512,46537,73463,43488,43926.99,54338
"MT-ND6",8694,9454.99,14643.96,9004.99,8901.99,10920.97
"MT1E",390,193,297,197,220,208
"MT1X",105,28,55,35,27,43
"MT2A",1768,581,970,679,676,718
"MTA1",3219,2363.62,2604.36,2050.77,1878.36,2517.79
"MTA2",3074,2314.99,2518.99,1889.99,1843,2213.96
"MTA3",544,431,513,461,422,531
"MTAP",714.55,622.58,726.74,512.16,556.36,640.9
"MTARC1",1587.31,1396.82,1826.68,964.67,941.31,1082.78
"MTARC2",585.98,549,557,274,247,305
"MTBP",288,247,242,209,202,238
"MTCH1",6869,5313,6101,4908,4555,5513
"MTCH2",3133.83,2544.82,2736.89,2251.79,2231.87,2612.81
"MTCL1",1287,1017,1152,802,714,913.87
"MTCL2",1653,1549,1639,1071,911,1318
"MTCL3",5,2,3,1,1,2
"MTCP1",241.99,225.14,138.8,167.67,158.96,192.87
"MTDH",2739,2098,2581,1861,1806,2152
"MTERF1",193,187,168,135,125,166
"MTERF2",227,200,177,124,115,122
"MTERF3",336,270,264,198,185,227
"MTERF4",252.59,215.22,230.55,180.11,144.55,214.5
"MTF1",344,300,254,165,169,208
"MTF2",561,434,473,355,358,450
"MTFMT",254,209,207,151,165,181
"MTFP1",538,357,386,344,325,391
"MTFR1",1024,836,985,616,655,740
"MTFR1L",820.5,588.95,633.12,516.95,473.25,588.86
"MTFR2",151,137,159,96,82,97
"MTG1",870.52,568.86,573.77,472.95,411.49,485.13
"MTG2",1052,747,661,683,614,772
"MTHFD1",5308.61,4453.8,5074.89,3658.95,3591.42,4423.28
"MTHFD1L",1534,1261,1398,1175,1098,1376
"MTHFD2",4371.91,3192,3578.81,2784,2851.94,3251.84
"MTHFD2L",10.68,18.43,12.97,5.64,5,11
"MTHFR",1196.83,952.51,941.66,677.85,668.01,931.83
"MTHFS",189.87,178.83,188.78,132.48,126.12,103.81
"MTHFSD",316,244,248,175,167,202
"MTIF2",924,817,956,527,591,716
"MTIF3",184.31,189.43,192.03,133.57,105.83,127.31
"MTLN",99,64,65,53,49,39
"MTM1",170,181,197,111,94,120
"MTMR1",1015,894,1000,668,665,843
"MTMR10",304.97,239.26,257.37,164.73,155.92,220.73
"MTMR11",275,265,254,145,138,186
"MTMR12",1307,1194,1414,758,669,887
"MTMR14",726,460,518,402,367,438
"MTMR2",1348,1172,1320,864,888.98,1075
"MTMR3",466,364,384,337,265,432
"MTMR4",969.97,801.78,754,580,556,732.81
"MTMR6",331,300,349,266,264,285
"MTMR7",18,19,24.46,8.16,5.26,15.19
"MTMR9",414.82,366.85,394.55,177.44,160.74,226.82
"MTNAP1",482.06,383,407.03,282,311.01,345.04
"MTO1",664.92,512.97,545.98,309.97,323.96,375
"MTOR",3159.99,2393,2739,2176,1998,2637
"MTPAP",439,367,409,289,303,369
"MTPN",4578,3732,4549,3636,3488,4318
"MTR",1482,1252,1405,857,823,1089
"MTRES1",119,92,124,88,94,84
"MTREX",1168.11,999.59,1116.54,731.77,761.47,999.77
"MTRF1",203,163,195,118,121,132
"MTRF1L",443.4,319.11,335.91,223.61,259.45,330.87
"MTRFR",530,419,478,317,316,383
"MTRR",1505,1170,1399,806,825,1002
"MTSS1",10,14,10,10,5,8
"MTSS2",3480.48,2486.07,2915.95,2176.46,1911.36,2504.08
"MTURN",459,408.17,393.49,361.19,309.51,429.75
"MTUS1",1473,1285,1324,604,560,825
"MTUS2",11,9,13,0,0,1
"MTX1",1561.44,1059.1,1158.99,726.35,658.64,771.46
"MTX2",482,376,418,346,365,392
"MTX3",521,400,440,335,302,416
"MUC1",4319,4217,5393,1852,1368,2052
"MUC12",11.39,5.4,4.44,10.63,16.46,13.36
"MUC13",7717,5855,7604,3712,3780,4557
"MUC16",800,1155,1613,214,196,338
"MUC2",9,2,4,2,1,3
"MUC20",9,2,3,0,1,0
"MUC3A",40,76,107.98,186.59,176.96,187.99
"MUC5AC",5,4,3,2,0,5
"MUC5B",31,27,27,7.09,10,8
"MUC7",1,1,1,5,5,1
"MUCL3",2,5,2,2,4,2
"MUL1",575,315,402,297,278,358
"MUS81",1139,761,827,654,578,773
"MUTYH",262.57,187.92,173.07,169.07,164.73,165.13
"MVB12A",862,568,601,396,423,461
"MVB12B",0,1,4,27,23,28
"MVD",1870,1312,1260,1250,1198,1296
"MVK",1675.15,1157.37,1425.49,846.53,849.97,882.94
"MVP",2061.38,1569.03,1774.93,1018.67,955,1215.76
"MX1",30,17,18,16,15,17
"MXD1",194,125,141,111,124,140
"MXD3",460.55,323.24,393.32,261.31,224.82,280.53
"MXD4",2460,1673,1831.13,1351.17,1218,1545
"MXI1",1217,1052,1187,764.79,602,868.97
"MXRA7",1325.54,1052.3,1155.85,840.03,864.9,1040.39
"MXRA8",181,80,61,27,17,43
"MYADM",870,757.82,967,686,596,811
"MYADML2",24,15,15,16,8,10
"MYB",44,32,27,31,37,44
"MYBBP1A",1766.78,1204,1279.93,968,908,1154
"MYBL1",868,713,823,374,416,487
"MYBL2",10628,8463,9366,5713,5568,6802
"MYC",6242,4456.34,5612,3905,3425,4668
"MYCBP",503.99,417.78,457.8,335.92,342.09,377.59
"MYCBP2",2006.68,1646.63,1862.69,1649.47,1694.65,2459.68
"MYCL",41.66,48,36.62,27.52,33,35.66
"MYCN",9.38,8,8,5,2,5
"MYD88",319.64,231.09,267.72,235.72,251,284.95
"MYDGF",2791,1834,2002,1213,1027,1306
"MYEF2",2.29,10,14,7,5,9
"MYEOV",39,2,9,6,8,4
"MYG1",906.92,606.92,679.44,565.61,556.25,684.16
"MYH10",16,15,31,8,8,7
"MYH14",265,180,212,84,72.37,97
"MYH15",56,15,15,3,1,7
"MYH16",9,5.55,11,1,0,1
"MYH2",3,4,2,1,0,0
"MYH3",14.93,9,9,10,8,9
"MYH7B",8.22,10.36,5,2,4,5.16
"MYH8",56.98,44.83,52,4,6,3
"MYH9",15835,11514,13799,8681,7635,10589
"MYL12A",1598.98,1370.98,1458.85,1018.99,924.99,1002.97
"MYL12B",2399,2025,2262.12,1568,1562,1715
"MYL5",143.05,83.11,110.14,122.37,88.11,117.43
"MYL6",12624.89,9551.84,10790.77,7383.55,7163.99,7991.74
"MYL6B",724.11,482.13,586.63,486,512.77,541.33
"MYL9",1942,1727,2000,1410,1314,1539
"MYLIP",123,87,155,111,103,138
"MYLK",1550.33,1521.59,1730.08,1545.46,1358.83,1913.76
"MYLK2",3,2,4,1,1,0
"MYLK3",247,309,362,581,546,631
"MYLK4",35.26,23.81,27.32,25.22,9.76,13.15
"MYNN",224.92,179.47,237.48,168.69,149.08,169.75
"MYO10",9016.33,7140.48,8627.72,3512.43,3170.81,4204.74
"MYO15A",0,2,4,2,1,1
"MYO15B",2267,1853,2217,1427,1214,1624
"MYO16",28,39,42,27,16,29
"MYO18A",3274,2401,2689,1301,1222,1634
"MYO19",4128.56,3098.29,3574.75,2135.93,1933.04,2488.07
"MYO1A",12,14,14,2,3,5
"MYO1B",1771,1462,1763,1505,1437,1869
"MYO1C",9639,7448,8221,5909,5433,6791
"MYO1D",6,8,9,7,1,7
"MYO1E",6016.75,5174,5930,3964,3798,4830
"MYO1F",4,1,7,2,3,2
"MYO1G",229,172,195,90,77,108
"MYO5A",1134,872,1042,445,490,623
"MYO5B",477.67,368.84,447.79,293.98,273.97,319.97
"MYO5C",508.85,499.77,619.3,348.92,315.55,417.79
"MYO6",277,247,307,185,178,227
"MYO7A",3,3,2,1,3,1
"MYO7B",19,14,10,10,6,6
"MYO9A",315,304,307,180,236,324
"MYO9B",3767,2594,2993,2099.98,1757,2426.99
"MYOCD",3,5,4,1,1,2
"MYOF",7560,6523,7983,5413,5172,6974
"MYOM1",11,6.74,11,8,5,4
"MYOM2",1,1,1,3,2,6
"MYOM3",67,49,40,2,8,8
"MYORG",435,385,399,202,196,262
"MYPN",160,195,166,72,77,80
"MYPOP",332,217,247,162,169,176
"MYRF",1030.53,686.04,730.82,545.83,533.99,705.27
"MYSM1",128,91,111.71,63,63,81
"MYT1L",129,180.03,407.9,154.69,144.55,145.06
"MYZAP",66.25,36.04,37.7,5.22,5.19,9.42
"MZF1",539.51,343.43,324.54,302.68,219.45,330.22
"MZT1",370,278,395,391,413,502
"MZT2A",940.72,547.85,580.77,621.07,552.54,568.61
"MZT2B",1619.41,907.15,1041.43,942.99,823.5,992.78
"N4BP1",428,316,377,258,270,306
"N4BP2",169,123,110,118,95,145
"N4BP2L2",550,510,547,382,416,511
"N4BP3",767,463,447,227,218,281
"NAA10",1536,998,1119,863,827,940
"NAA15",911.08,773.16,807.51,614.29,683.27,758.66
"NAA16",143,109,145,78,73,108
"NAA20",764,540,572,397,470,491
"NAA25",814,669,721,515,519,653
"NAA30",319,225,303,202,229,245
"NAA35",651.76,554.35,622.62,456.79,472.06,628.98
"NAA38",873.12,563,605.96,468.57,413,484.02
"NAA40",1160.3,869.03,798,620,538,715.19
"NAA50",3447,2699,3146,2253,2257,2730
"NAA60",1152,804,872,769.9,698,901.04
"NAA80",330.74,295.87,339.91,234.83,213.67,276.64
"NAAA",302,246,246,159,138,187
"NAALAD2",1,3,4,2,3,6
"NAALADL2",1,3,3,4,2,5
"NAB1",663.08,576.81,673,408.84,443,533
"NAB2",868,557,610,420,331,416
"NABP1",658,518,500,328,367.84,453
"NABP2",1782,1307,1568,1090,1071,1208
"NACA",9397.46,7798.93,8682.92,6688.93,6829.83,7887.02
"NACAD",26,7,20,1,1,8
"NACC1",3528.58,2548.25,2594,1534,1349,1740
"NACC2",2929,2205,2159,1227,995,1459
"NADK",3249.12,2413.64,2583.85,2151.71,1984.96,2408.85
"NADK2",1097.14,883.58,1049.49,475.8,460.74,610.23
"NADSYN1",619,504,543,398,322,393
"NAE1",1186,950,1059,746,746,879
"NAF1",337,281,350,202,204,261
"NAGA",831,634,754,419,372,542
"NAGK",934.4,672.49,706.86,413.23,446.67,513.51
"NAGLU",812.94,546.83,656.19,557.53,509.53,612.3
"NAGPA",389,268,275,203,205,269
"NAGS",37,27,17,27,17,29
"NAIF1",252,190,222,177,180,220
"NAIP",70.34,54.09,52.53,41.08,47.94,60.51
"NALCN",82.91,55,64,53.94,59.94,81
"NALF1",40,22,33,21,25,25
"NAMPT",1956.12,1626.85,1824.85,1519.47,1586.28,1927.9
"NANOS1",80,54,62,95,73,90
"NANP",254,216,240,148,135,174
"NANS",1569.46,1178.94,1356.8,1001.42,992.47,1154.55
"NAP1L1",8236,7749.99,8760.7,7245.99,7092,8718.83
"NAP1L4",4966,3804.41,4330,3184,3050.3,3643
"NAP1L5",251,272,278,203,164,203
"NAPA",1166.16,843.15,1061.09,773.99,804.83,895.42
"NAPB",161,97,88,113,100,135
"NAPEPLD",152.66,136.59,98.92,117.62,92.92,120
"NAPG",320,292,320,219,235,285
"NAPRT",3367.94,2060.91,2335.39,1642.34,1509.52,1701.34
"NARF",780,633,659,405,434,495
"NARS1",2570,1944,2296,1358,1360,1594
"NARS2",452.99,393,428,296,289,319
"NASP",3918,3065.42,3764.15,2648,2648,3277
"NAT1",101,64,69,17,22,36
"NAT10",1927,1404,1516,1149,1172,1388
"NAT14",264,163,145,174,161,208
"NAT16",27,15,17,13,6,8
"NAT8L",300,222,190,278,265,310
"NAT9",371,261,244,362,324,380
"NATD1",337,272,240,237,214,287
"NAV1",2970,1938,2279.76,895,873,1296
"NAV2",1276.2,979.52,1137.32,730.19,664.74,970.25
"NAV3",12,11,9,7,8,10
"NAXD",666.73,479.49,430.79,389.52,420,429.96
"NAXE",2090.06,1692.14,1791.2,920.06,956.09,1135.25
"NBAS",708,663,636,583,497,685
"NBDY",816.17,630.28,726.13,414.1,382.17,462.07
"NBEA",91,78.89,88,56,40,64
"NBEAL1",284,209,232,172,175,233
"NBEAL2",1244,905,928,619,596,712
"NBL1",4053.07,2955.85,3416.92,2174.39,2019.12,2505.73
"NBN",978.55,794.37,766.11,632.29,670.14,776.19
"NBPF1",503.45,312.54,390.49,285.25,238.36,371.49
"NBPF10",119.48,83.83,89.17,66.55,76.49,75.16
"NBPF11",364.65,279.3,241.95,218.27,207.74,277.98
"NBPF12",256.42,201.79,159.68,132.86,152.22,160.57
"NBPF14",342.19,302.51,327.08,235.49,242.82,375.06
"NBPF15",767.92,554.18,612.67,597.96,569.72,732.68
"NBPF19",188.47,39.31,81.83,28.75,0,130.44
"NBPF20",109.64,87.04,84.97,89.59,67.48,118.51
